movieId,UMAP1,UMAP2,UMAP3,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,cluster_gmm
912,23.027208,-0.19122225,-12.6661825,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2333,23.995525,-0.6565843,-10.863958,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
198,23.811731,-0.457772,-13.489815,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1
7010,22.21418,0.06416514,-11.344181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
6405,23.022045,-1.7592149,-12.441856,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3833,23.717537,-1.7578418,-11.727727,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
107141,24.546007,-1.0301361,-12.437676,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
4610,23.988733,0.124645635,-11.67072,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,6
3857,23.699036,-0.91585416,-12.571545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26133,22.964748,-1.3445196,-12.593437,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
161634,23.578068,-0.24867707,-12.948642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
51086,23.828852,-0.7018931,-13.020213,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
4975,24.488396,-0.866369,-11.213196,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2
27604,24.03819,-0.9459016,-12.069535,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2
3019,22.675617,-0.59495014,-10.559117,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
56788,24.272295,-0.88250464,-11.616299,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
8984,23.596025,-0.7391626,-12.417362,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
161354,22.936934,0.017243339,-11.593067,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26242,21.963709,-1.6264107,-12.496468,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5
66198,23.106705,-3.0314972,-11.328696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27627,22.905195,-2.709601,-11.262931,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
58105,23.281954,0.6652197,-12.0069895,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,6
73344,22.500196,-0.15269086,-12.306767,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2952,23.293066,-0.23469672,-13.2014475,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
113,24.265905,-2.007468,-11.019342,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3
133879,23.214657,0.122449376,-12.055244,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5268,22.634779,-2.2901254,-11.916677,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
3700,22.03449,-1.223998,-12.87184,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5
171751,23.83114,-0.1561612,-12.456399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6618,22.56191,-1.8204442,-10.571843,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
6873,23.822428,-1.3292118,-11.516263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
163527,23.572329,-0.29659,-13.4318285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93740,22.989008,-2.522224,-11.220412,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
30793,23.066822,-1.2695116,-12.741262,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3
139644,23.084549,-1.1409771,-12.6815605,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3
45503,23.829605,-1.4698517,-12.239934,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
1990,23.29034,-0.9206468,-13.309707,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7013,22.126251,-1.1237887,-12.603559,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5
2969,23.877014,-2.0148213,-12.11872,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
2339,22.111298,-0.80731165,-12.708436,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
25757,23.57223,-1.2660393,-12.744924,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3
31123,24.06983,-1.4648533,-11.666106,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4205,22.153303,-1.5406538,-13.336322,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5
4032,22.510866,-1.2799512,-10.645839,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
25996,22.600792,-1.1263134,-11.877099,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3
6911,23.392103,-2.002887,-12.170814,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
139642,24.32318,-1.6373941,-11.239272,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
45440,23.742987,-2.0404084,-10.720219,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
160954,23.238913,-0.4616676,-10.79057,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
8261,23.48756,-1.6011605,-12.794615,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
149350,23.484894,0.44905603,-11.5404825,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
2818,23.485209,-2.339268,-10.98073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
4200,24.492676,-0.8273545,-10.931727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
97860,23.882517,-2.391744,-12.361734,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
193565,23.579659,-0.058317397,-12.379824,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
62299,22.43472,-1.6476008,-11.594772,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
5293,23.534409,0.3745641,-12.217957,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6
4034,24.555573,-1.2445714,-11.439905,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2
8373,24.153582,-0.9849609,-11.212801,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
76743,23.103195,-1.1789777,-10.393245,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1601,23.323708,-0.4498227,-13.134007,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
6557,22.317898,-1.8703809,-10.500393,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
129657,23.288544,-1.200292,-12.435415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2554,23.972095,-1.9513749,-10.695402,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3
3535,24.1938,-0.58298945,-12.618963,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2
60074,22.524708,-2.3224397,-10.649268,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65685,23.223055,-1.5618284,-11.224087,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
90719,24.318417,-0.18617915,-11.078336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
72603,22.555372,-0.8798254,-10.797295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3663,23.476698,-0.577125,-13.0694275,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
79251,23.938944,-1.8132864,-12.811807,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
4326,22.738323,-0.016364435,-12.7197275,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4426,23.081154,-0.8992041,-11.886121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
74727,22.437674,-0.15599988,-11.715587,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
4970,23.486053,-0.38099998,-10.813442,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3512,24.848549,-1.4233054,-11.465224,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
5704,24.349613,-0.36768353,-12.146344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
62293,23.676718,0.16069457,-11.802983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6
1054,23.10088,-1.744914,-11.609794,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
6429,22.877613,-1.3513967,-12.113963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
38198,23.85823,-1.1868213,-11.048478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
8638,23.043562,-2.5907764,-11.505361,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
5416,23.820932,-0.67716014,-11.166431,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
45720,23.128336,-0.50265247,-13.078238,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1652,23.591764,-2.6640291,-11.215064,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
96471,23.049297,-0.5170602,-11.839554,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
8778,22.691141,-0.27112716,-11.207825,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4780,22.318724,-2.097471,-12.643672,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
649,21.994957,-1.4753268,-13.192717,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
141422,23.320772,-0.05836362,-11.975767,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
160848,24.527254,-1.0470301,-12.009981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
27,23.23305,-1.4257418,-12.856796,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
6990,22.492151,-1.5863702,-12.376675,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4
5643,22.936932,-2.6939206,-11.230748,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3355,23.67941,0.11043343,-11.025771,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1956,21.678728,-1.6880885,-13.320062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
3451,22.004347,-1.3108952,-13.269188,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1739,23.106401,-0.8362777,-12.858078,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44613,22.831219,-0.9714011,-12.886293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
109971,22.937006,-0.6077014,-11.42285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5915,23.920866,-0.39676455,-12.554073,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1621,23.193615,-0.56525266,-10.884731,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3410,22.055094,-1.6886121,-10.932603,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
984,22.58812,-0.025344031,-11.8126135,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
501,22.999966,-0.936645,-10.817292,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
5956,23.173185,0.4432245,-12.090672,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6
4809,23.293955,-1.9640872,-11.079037,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
3809,22.846561,-1.4491733,-11.278596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1556,23.52069,-1.5264447,-10.627578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
81018,21.81524,-1.4713432,-12.187099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5836,22.076122,-0.43217635,-11.60933,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
4725,23.520544,-1.4106985,-11.614083,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
6417,22.319984,-0.09609095,-11.431034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3306,22.834234,-0.2420103,-11.704498,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5932,22.547146,-0.67906874,-10.621475,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
109383,24.248497,-1.4934931,-12.257364,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
3629,23.310604,-0.24715208,-11.1426935,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
27905,23.296085,-1.0606169,-11.082954,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3
368,23.590326,-1.3444353,-11.95314,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1351,22.87776,-0.86233246,-12.143929,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
93270,24.273064,-1.6020454,-10.960278,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
149830,24.623783,-0.8468531,-11.729478,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
3338,21.858658,-1.9167253,-12.9888935,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
96448,23.834349,-0.96530205,-11.486512,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3827,23.148827,-1.2292565,-12.779308,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2485,24.603598,-1.7619476,-11.028523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
5537,23.019413,-0.82198936,-11.094616,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
101973,23.843933,-0.52689326,-10.816212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
631,22.506529,-0.9466234,-10.827608,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3
69529,21.761423,-1.7480237,-10.828425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
65882,21.746977,-1.2076871,-12.393119,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5
720,23.585175,-0.96692365,-12.613867,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
180987,21.644587,-1.722607,-10.786521,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4063,23.237513,-2.2784944,-10.79035,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
6051,22.984003,-0.6796638,-12.570293,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
54736,22.970112,-2.6271882,-11.865684,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2290,22.533802,-0.7905121,-12.42342,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
105037,22.903362,-0.91505826,-11.446087,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
8641,24.662663,-1.12845,-11.114937,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
564,23.928743,-0.38894603,-10.650407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4581,22.714756,-0.7700609,-10.99012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5922,24.109652,-1.100459,-12.409148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3793,23.898022,0.35109317,-11.524851,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
3007,22.92217,0.30657434,-11.935169,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6689,23.369158,-1.1164664,-12.732221,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
167746,23.073961,-1.1176906,-11.99823,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
43912,23.21747,-1.4195801,-10.516183,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
6577,24.353243,-0.24932197,-11.6041565,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
70728,24.485384,-1.8291551,-12.866235,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
3884,24.30964,-2.2737927,-12.0377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
116411,23.877638,-2.5662532,-11.151581,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
3948,24.606428,-2.6009545,-11.55259,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2541,24.356504,-1.2912552,-11.354984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
168712,24.081343,-0.7150901,-10.776495,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
26322,23.79982,-2.0546603,-12.804139,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
62374,23.300373,-1.3216211,-12.255421,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
6880,23.9059,-1.0016892,-12.629447,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
142020,23.785204,-1.198993,-11.079869,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7292,23.0222,-0.7534439,-13.519806,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3368,22.151545,-1.169924,-13.452368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5
456,23.82022,0.20424397,-11.196742,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6
1771,23.194561,-3.0588303,-11.382035,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5712,22.030401,0.048548657,-11.262622,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
148,22.139708,-1.0705473,-12.720869,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
3262,22.738073,-0.06387664,-12.588955,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
2104,23.114933,-0.49620265,-13.026668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2634,22.28698,-0.41892582,-12.218613,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
27006,23.434753,-0.33026177,-10.960625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
118198,23.068573,-1.4831016,-11.599912,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3
8327,23.200872,-0.12779273,-12.317159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
31545,24.240465,-1.0872918,-10.444474,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2889,23.981865,0.44257784,-12.465179,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
105351,24.315222,-0.8173532,-11.035812,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2
108932,22.986359,-0.7490716,-10.981448,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3090,21.720757,-1.3139343,-10.925065,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
703,24.110338,-1.956243,-11.29292,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
8093,24.16681,-0.72974044,-12.091617,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2
185435,23.922974,-0.77462935,-12.422295,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1282,22.622337,0.4267008,-11.738725,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
9010,23.784653,-0.80345285,-10.975095,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1927,21.745003,-1.6701299,-13.13695,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5
632,23.743908,-0.42427966,-11.984176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
8773,23.07908,-2.0640275,-12.17577,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4
180095,22.985567,0.5558692,-11.714456,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
1957,21.667532,-1.735444,-12.202488,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
166183,24.19028,-0.98174095,-12.640199,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3448,21.972095,-1.5906126,-13.253241,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5
159161,23.942259,-0.6006794,-12.948707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2481,21.59181,-0.9635922,-11.719929,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5
1977,22.368082,-1.3449849,-13.47546,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
35836,23.838358,-0.52644664,-12.972236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5222,23.739916,-0.718,-13.443947,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3374,24.643305,-1.9998968,-11.959922,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
7037,22.13713,-0.0724507,-11.278919,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2420,24.437853,-2.0447862,-11.65548,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
6125,23.937065,-0.4277028,-12.083638,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3928,22.32577,-1.3733263,-12.287446,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
57,23.675037,-0.30795258,-11.671695,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25750,22.328403,-0.61733174,-11.622194,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5
8370,24.014011,-0.285953,-11.237244,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
536,23.204456,0.29580325,-12.353991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3515,23.188335,0.32917222,-12.331007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
7346,23.38425,-0.41378167,-12.682463,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
