movieId,UMAP1,UMAP2,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,cluster_gmm
8984,20.865294,3.340843,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
161354,20.063852,3.9764714,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
26242,21.830547,1.3126298,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4
66198,19.997938,-0.09723935,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27627,20.02546,0.12880677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
58105,18.725203,4.0889354,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,6
73344,20.46557,4.629094,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2952,21.349485,4.373275,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2
113,19.985197,0.9729394,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7
133879,20.22932,4.091436,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5268,21.203838,0.90358037,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,7
3700,22.116482,1.9084014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
171751,20.66459,3.9477577,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6618,18.423326,1.1418412,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6873,20.113941,2.1346004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
163527,21.970285,4.1021185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
93740,20.244455,0.44940597,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30793,21.353262,2.7772174,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3
139644,21.370337,2.829601,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3
45503,20.273361,2.7702951,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
1990,21.763107,3.2840874,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
7013,21.660545,1.783936,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7
2969,21.356014,1.3567271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7
2339,21.915817,1.8764077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
25757,21.41003,2.9093578,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3
31123,20.324173,2.141673,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
4205,22.451866,1.9623944,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
4032,18.263044,1.7011456,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
25996,20.552896,2.6768153,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3
6911,20.904839,1.5398278,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
139642,19.944105,1.569155,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
45440,19.635931,0.7945306,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
160954,18.923605,2.8271313,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5
8261,21.377031,2.519043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
149350,19.473667,4.1012435,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
2818,19.8786,0.84018004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4200,19.503386,2.6786175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
97860,21.039776,1.1437511,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7
193565,20.642744,3.887093,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
62299,19.298668,1.3071432,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
5293,20.181353,4.171241,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
4034,20.162466,2.2024488,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7
8373,19.715036,2.4338055,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5
76743,18.59927,2.025061,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1601,21.377583,3.7045949,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3
6557,18.398916,1.0103892,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
129657,21.003622,2.6749525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2554,19.285456,1.6450318,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5
3535,21.029593,3.8394508,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,3
60074,18.796175,0.50706357,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65685,19.726446,1.644356,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
90719,19.002764,3.3700435,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
72603,18.372644,1.9408863,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3663,21.490616,3.7196062,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3
79251,21.974323,1.8015566,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4
4326,20.75421,4.267887,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2
4426,20.182135,2.3803174,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
74727,19.338123,4.1015882,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6
4970,18.805897,2.6611001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
3512,20.793676,1.2008716,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7
5704,20.125603,3.5603101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
62293,19.736591,3.9881518,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
1054,20.651583,2.097224,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
6429,20.783844,1.9465951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
38198,19.152325,2.3999104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
8638,20.080208,0.32691044,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5416,19.88165,2.9395492,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5
45720,21.400032,3.5670726,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
1652,20.04663,0.47888637,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96471,20.286688,3.0941982,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3
8778,18.903524,2.8824396,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5
4780,21.625315,1.1769972,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
649,22.603363,1.7346832,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
141422,20.330069,3.668299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
160848,20.495228,2.9440124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
27,21.594555,2.6395369,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
6990,21.257036,1.7169261,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7
5643,19.89529,0.23933037,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3355,19.044481,3.585005,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,5
1956,22.784128,1.5889652,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
3451,22.431662,2.0164309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
1739,21.251974,3.421825,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
44613,21.672922,2.7688556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
109971,19.303947,2.7362082,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5915,21.092365,3.818358,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
1621,18.905014,2.6711917,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
3410,18.441887,0.69429106,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
984,20.103136,4.1893425,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
501,18.888577,2.2095747,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
5956,20.193558,4.465773,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6
4809,19.68624,1.3521409,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
3809,19.326242,1.6370866,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1556,19.26033,1.7374622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5
81018,22.066021,1.1342998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5836,21.710377,2.1744134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
4725,20.235455,2.0494537,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
6417,18.354582,3.5464203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3306,19.92782,3.5196543,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5932,18.170073,2.2676592,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
109383,20.550522,2.7093515,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
3629,19.119894,3.3681092,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
27905,19.391716,2.2171729,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5
368,20.69963,2.5265555,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1351,20.685827,3.3331904,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
93270,19.108751,1.2336303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
149830,20.084087,2.907494,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3
3338,22.436415,1.1371802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
96448,19.768705,2.5824096,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
3827,21.589294,2.9988306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2485,20.206036,1.4147134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
5537,19.041462,2.3556373,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5
101973,19.135942,2.908049,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5
631,18.433432,2.004932,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,5
69529,18.107422,0.74810094,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
65882,21.835394,1.2672424,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4
720,21.045166,3.13297,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
180987,17.978867,0.753578,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4063,19.46353,0.8304632,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6051,20.837952,3.0671678,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
54736,20.658611,0.52481496,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2290,20.695766,3.0013397,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
105037,19.45985,2.269063,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
8641,19.681778,2.3406572,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
564,19.04141,3.138021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4581,18.875042,2.2408223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
5922,20.811245,3.1091297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3793,19.539177,3.9585164,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
3007,19.873466,4.1671143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
6689,21.447838,2.6375268,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
167746,20.445595,2.831641,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
43912,19.011606,1.6860005,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5
6577,19.408115,3.3604255,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
70728,22.531504,2.8232949,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3884,20.843906,0.63815504,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
116411,20.273659,0.6657315,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3948,18.79669,0.0072069797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,19.869514,2.0941157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
168712,18.904638,2.4488697,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5
26322,21.078136,0.6574068,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7
62374,20.733248,2.580648,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
6880,21.141418,3.0094187,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
142020,19.63676,2.4033098,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
7292,22.177708,2.9893882,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3368,22.632055,2.3137374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4
456,19.164692,3.7742064,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6
1771,20.069437,-0.015157831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5712,18.272472,3.749717,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6
148,21.89848,1.9677262,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
3262,20.642637,4.2568755,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3
2104,20.97755,3.8728118,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2634,20.34616,3.3344083,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
27006,19.116854,3.17253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
118198,18.850092,0.443843,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
8327,20.521837,3.8610392,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
31545,18.89729,2.2232866,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5
2889,20.222055,4.4924445,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
105351,19.520664,2.6085317,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5
108932,19.35576,2.427781,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
3090,17.911846,1.0699869,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
703,18.705805,0.5734212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8093,20.43321,3.1637993,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3
185435,20.811512,3.2595732,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1282,19.699478,4.364144,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6
9010,19.242163,2.4610548,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5
1927,22.503134,1.4319739,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
632,20.40994,3.4647007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
8773,20.637337,1.8323662,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,7
180095,19.283684,4.3475747,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
1957,21.86372,0.988707,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
166183,21.11093,3.491254,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3448,22.51198,1.5894148,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
159161,21.714735,4.0085077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2481,21.720993,1.0328902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
1977,22.569128,2.4057019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
35836,21.691807,3.7335396,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
5222,21.954357,3.8063383,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3374,20.613731,0.8413558,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
7037,18.024538,3.3711865,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
2420,20.25798,0.98142576,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
6125,20.30096,3.338001,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
3928,21.36271,1.6731203,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
57,19.790524,3.2112486,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
25750,19.74443,4.7942095,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6
8370,19.361279,3.0503821,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5
536,20.241447,4.4740267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
3515,19.989164,4.60296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
7346,20.98233,3.4518712,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
69394,20.145313,0.2376278,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107723,19.448135,4.1123877,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
82461,19.75827,3.7157006,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
141818,22.043736,1.4626632,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4
2470,20.713934,4.3700542,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
158238,19.860926,4.660207,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,6
1140,19.629572,2.764012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
70183,21.284843,4.4883895,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
118572,19.97255,3.0655065,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
6950,19.63902,1.9890234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5
4963,18.07318,2.9337664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5
7344,18.543713,3.9020646,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
33672,20.311916,4.446522,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
55908,20.74307,2.692244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
488,20.672333,2.30758,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7
220,18.150719,2.7430847,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
147196,20.208769,1.9407939,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
5941,19.598982,3.0961034,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5
265,20.113394,1.5786943,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,7
5285,19.279278,3.806707,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
8362,20.96513,2.5572345,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
3679,19.546406,0.33136418,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1353,20.425562,2.332316,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7
134861,19.880816,3.8054094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
142509,18.71251,2.056424,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
63062,21.367996,3.4896667,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3
538,22.332684,2.915581,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3917,20.302744,2.5008905,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
2529,21.921387,3.0359716,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
119655,19.222143,2.8385177,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
